business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Mainal Hoque Deed Writer || Law Clerk Services and Document Specialist,Company Registration Consultant,Lawyers association,"Lawyers association, Legal services, Real estate consultant",731237,West bengal circle,Kolkata Region,Birbhum Division,"Bandhkhola BO, Bara BO, Bhadrapur BO",+91 97339 12145,https://mainalhoque.blogspot.com/,5,,"Near Belepukur (Indian Bank) New Big Water Tank Vill, P.O, Dhanpatganj, Bhurkunda, Sagardighi, West Bengal 742226","P.O, Dhanpatganj",24.3244638,88.0302159,ChIJTfuBv_4x-jkR15KTWHYwfCw,https://www.google.com/maps/place/?q=place_id:ChIJTfuBv_4x-jkR15KTWHYwfCw,part_326,2026-09-20 20:32:08
